unit_ID,cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,event
24,328,0.0035,-4e-4,100,518.67,642.19,1582.46,1391.28,14.62,21.58,555.18,2388,9054.83,1.3,47.26,523.24,2387.98,8144.35,8.3286,0.03,394,2388,100,38.93,23.3601,0
24,329,0.0031,-2e-4,100,518.67,641.98,1582.42,1393.68,14.62,21.57,554.41,2388,9053.69,1.3,47.19,521.88,2387.99,8141.29,8.3777,0.03,392,2388,100,39.22,23.4209,0
24,330,4e-4,-1e-4,100,518.67,642.32,1583.74,1397.51,14.62,21.57,554.62,2387.98,9058.45,1.3,47.21,522.81,2388,8138.28,8.37,0.03,391,2388,100,38.88,23.5622,0
24,331,-1e-4,3e-4,100,518.67,642.19,1582.31,1386.98,14.62,21.57,554.25,2388.03,9052.13,1.3,47.09,522.84,2388.01,8140.51,8.3329,0.03,391,2388,100,39.15,23.3234,0
24,332,4e-4,5e-4,100,518.67,642.33,1577.97,1386.67,14.62,21.57,555.47,2388.02,9055.53,1.3,47.13,522.72,2388,8137.06,8.3558,0.03,391,2388,100,38.91,23.442,0
24,333,-4e-4,3e-4,100,518.67,642.37,1585.51,1391.31,14.62,21.57,554.65,2388.02,9056.6,1.3,47.36,522.37,2387.99,8139.55,8.387,0.03,392,2388,100,39.06,23.4228,0
24,334,-0.001,-3e-4,100,518.67,641.77,1579.61,1400.33,14.62,21.58,554.79,2387.98,9063.83,1.3,47.19,523.03,2387.99,8143.56,8.3615,0.03,391,2388,100,39.03,23.423,0
24,335,-0.001,-2e-4,100,518.67,642.12,1582.29,1396.78,14.62,21.58,555.8,2387.98,9059.43,1.3,47.17,523.41,2388.05,8141.67,8.3775,0.03,391,2388,100,39.2,23.3529,0
24,336,0.0017,-5e-4,100,518.67,641.7,1584.14,1401.07,14.62,21.57,554.58,2387.95,9059.32,1.3,47.13,522.17,2388,8138.01,8.3731,0.03,390,2388,100,39.04,23.4235,0
24,337,5e-4,4e-4,100,518.67,641.9,1580.95,1401.64,14.62,21.58,555.17,2388.09,9055.93,1.3,47.26,523.05,2387.98,8139.81,8.3757,0.03,392,2388,100,39.1,23.4187,0
24,338,0.0016,-3e-4,100,518.67,642.33,1585.55,1398.87,14.62,21.57,554.31,2388.01,9057.71,1.3,47.21,522.14,2387.94,8138.36,8.3968,0.03,390,2388,100,39.04,23.4237,0
24,339,-0.0011,-4e-4,100,518.67,642.47,1583.24,1399.88,14.62,21.57,556.08,2388,9059.55,1.3,47.18,522.71,2387.99,8136.38,8.3746,0.03,390,2388,100,39.06,23.4096,0
24,340,0.0041,3e-4,100,518.67,642.33,1591.54,1390.15,14.62,21.57,555.24,2388.01,9058.62,1.3,47.31,522.76,2388,8142.48,8.3767,0.03,392,2388,100,39.1,23.4088,0
24,341,0.0029,1e-4,100,518.67,641.75,1586.43,1394.85,14.62,21.57,554.69,2388.01,9063.03,1.3,47.31,523.29,2388.01,8139.31,8.3463,0.03,391,2388,100,38.95,23.4378,0
24,342,-7e-4,2e-4,100,518.67,642.09,1580.09,1398.49,14.62,21.57,555.18,2388.02,9055.39,1.3,47.27,522.4,2388.03,8141.06,8.3651,0.03,391,2388,100,39.29,23.4287,0
24,343,0.0019,-3e-4,100,518.67,642.06,1584.6,1392.59,14.62,21.57,555.91,2388.03,9057.48,1.3,46.99,522.54,2388,8144.9,8.3475,0.03,393,2388,100,38.97,23.455,0
24,344,0.0018,-1e-4,100,518.67,642.25,1592.17,1401.77,14.62,21.57,555.33,2388.02,9053.65,1.3,47.13,522.49,2388.02,8136.29,8.3565,0.03,392,2388,100,39.19,23.5428,0
24,345,0.0063,-2e-4,100,518.67,642.1,1591.34,1398.72,14.62,21.57,555.23,2388.03,9055.07,1.3,47.09,522.99,2388.02,8142.48,8.3521,0.03,392,2388,100,39.02,23.3135,0
24,346,-0.0034,1e-4,100,518.67,642,1579.03,1395.1,14.62,21.57,555.13,2388.04,9066.06,1.3,47.24,523.45,2388,8139.32,8.3459,0.03,392,2388,100,39.01,23.429,0
24,347,-6e-4,-3e-4,100,518.67,641.91,1582.45,1403.59,14.62,21.57,554.97,2388.01,9063.44,1.3,47.26,523.41,2387.96,8144.27,8.3507,0.03,391,2388,100,38.96,23.4582,0
24,348,-0,-3e-4,100,518.67,642.12,1587.5,1398.74,14.62,21.57,554.49,2387.98,9059.66,1.3,47.35,523.05,2387.97,8140.09,8.3725,0.03,391,2388,100,39.18,23.4595,0
24,349,0.0013,-1e-4,100,518.67,641.97,1583.07,1399.44,14.62,21.57,555.72,2388,9056.65,1.3,47.11,522.97,2388.03,8143.67,8.3622,0.03,392,2388,100,39.26,23.434,0
24,350,-0.0039,3e-4,100,518.67,642.32,1583.4,1395.12,14.62,21.57,554.96,2388.02,9057.98,1.3,47.24,522.55,2388.06,8141.81,8.3423,0.03,392,2388,100,39.09,23.4084,0
24,351,6e-4,-0,100,518.67,642.23,1583.86,1398.33,14.62,21.57,554.59,2388.04,9059.02,1.3,47.23,522.65,2388.02,8139.92,8.3697,0.03,392,2388,100,38.99,23.4034,0
24,352,-0.0021,-0,100,518.67,641.54,1581.76,1400.4,14.62,21.57,555.41,2388.01,9058.92,1.3,47.35,523,2388.03,8139.4,8.346,0.03,393,2388,100,39.17,23.3929,0
24,353,0.0039,-0,100,518.67,642.39,1584.22,1402.12,14.62,21.57,555.53,2388.02,9056.83,1.3,47.22,523.51,2388.03,8142.29,8.32,0.03,391,2388,100,39.09,23.3506,0
24,354,-0.0025,-4e-4,100,518.67,642.15,1580.16,1401.44,14.62,21.57,555.12,2387.99,9052.1,1.3,47.22,522.84,2387.99,8136.04,8.3926,0.03,393,2388,100,39.04,23.3747,0
24,355,0.0024,4e-4,100,518.67,642.28,1582,1396.85,14.62,21.57,556.13,2388.08,9057.79,1.3,47.02,523.34,2388,8141.7,8.4041,0.03,391,2388,100,39.19,23.4257,0
24,356,-4e-4,4e-4,100,518.67,641.99,1587.2,1402.17,14.62,21.57,555.48,2388.03,9054.1,1.3,47.12,523.55,2388.01,8142.64,8.3722,0.03,391,2388,100,39.07,23.3753,0
24,357,3e-4,5e-4,100,518.67,642.48,1592.78,1403.03,14.62,21.57,554.95,2388.02,9058.41,1.3,47.31,523.59,2387.99,8145.23,8.3906,0.03,391,2388,100,38.95,23.482,0
24,358,8e-4,3e-4,100,518.67,642.1,1584.27,1396.63,14.62,21.57,555.62,2387.98,9060.28,1.3,47.3,523.81,2388.02,8139.92,8.3795,0.03,391,2388,100,39.11,23.4902,0
24,359,-0.0061,-4e-4,100,518.67,642.11,1589.47,1395.9,14.62,21.57,555.26,2388.02,9067.97,1.3,47.36,523.59,2387.99,8143,8.3457,0.03,392,2388,100,39.18,23.4233,0
24,360,4e-4,1e-4,100,518.67,642.16,1574.84,1394.42,14.62,21.57,554.9,2388,9057.62,1.3,47.24,523.26,2388.04,8146.08,8.3528,0.03,392,2388,100,39.08,23.4866,0
24,361,0.0035,-1e-4,100,518.67,642.37,1594.72,1402,14.62,21.57,555.93,2388.05,9061.5,1.3,47.24,524.13,2388.01,8142.98,8.3795,0.03,393,2388,100,39.11,23.3594,0
24,362,9e-4,2e-4,100,518.67,642.54,1583.56,1399.03,14.62,21.57,556.37,2388.03,9065.18,1.3,47.38,523.29,2388.02,8144.05,8.3453,0.03,391,2388,100,39.09,23.4694,0
24,363,4e-4,3e-4,100,518.67,642.13,1586.19,1396.68,14.62,21.57,556.37,2388.02,9056.5,1.3,47.25,523.65,2388.04,8139.12,8.3564,0.03,393,2388,100,39.21,23.4379,0
24,364,0.0018,0,100,518.67,641.86,1584.63,1400.9,14.62,21.57,555.85,2388.01,9055.49,1.3,47.26,523.73,2388.02,8142.67,8.3673,0.03,392,2388,100,39.01,23.5152,0
24,365,0.0043,4e-4,100,518.67,642.01,1586.5,1394.8,14.62,21.57,555.29,2388,9060.68,1.3,47.33,523.71,2388.05,8147.02,8.3456,0.03,392,2388,100,39.07,23.492,0
24,366,-0.0013,5e-4,100,518.67,641.85,1584.55,1405.96,14.62,21.57,555.15,2388.05,9065.34,1.3,47.31,523.8,2388.06,8142.37,8.3571,0.03,394,2388,100,39.22,23.4568,0
24,367,-5e-4,-3e-4,100,518.67,641.87,1583.43,1397.2,14.62,21.57,556.34,2388.06,9067.18,1.3,47.41,524,2388.03,8145,8.3808,0.03,391,2388,100,39.14,23.5301,0
24,368,-0.0033,-5e-4,100,518.67,641.58,1596.54,1396.78,14.62,21.57,555.89,2388.02,9059.74,1.3,47.39,523.69,2388.08,8143.95,8.337,0.03,391,2388,100,39.16,23.5054,0
24,369,0.0026,-1e-4,100,518.67,642.61,1582.99,1405.87,14.62,21.58,556.92,2388.09,9071.63,1.3,47.29,524.04,2388.01,8146.58,8.3677,0.03,392,2388,100,38.99,23.5511,0
24,370,0.0028,1e-4,100,518.67,642.16,1588.78,1396.08,14.62,21.57,555.72,2388.05,9065.34,1.3,47.49,523.97,2388.03,8149.89,8.3517,0.03,392,2388,100,38.89,23.4209,0
24,371,-0.0022,-1e-4,100,518.67,642.24,1580.07,1399.24,14.62,21.57,556.26,2388.09,9064.63,1.3,47.33,523.91,2387.99,8150.39,8.3319,0.03,393,2388,100,39.16,23.433,0
24,372,-9e-4,-0,100,518.67,642.39,1590.7,1400.92,14.62,21.57,555.88,2388.04,9056.95,1.3,47.38,523.47,2388.05,8143.37,8.3697,0.03,391,2388,100,38.99,23.4523,0
24,373,3e-4,-1e-4,100,518.67,642.39,1589.17,1399.97,14.62,21.57,556.27,2388.02,9062.33,1.3,47.38,524.39,2388.01,8143.6,8.382,0.03,393,2388,100,39.28,23.4702,0
24,374,0.0016,-4e-4,100,518.67,642.35,1587.67,1397.83,14.62,21.57,556.29,2388.11,9065.85,1.3,47.33,524.54,2388.08,8142.16,8.3749,0.03,392,2388,100,39.09,23.3746,0
24,375,0.0028,-2e-4,100,518.67,641.62,1583.62,1397.81,14.62,21.57,555.47,2387.99,9060.24,1.3,47.34,523.8,2388.02,8149.77,8.3831,0.03,391,2388,100,39.09,23.4451,0
24,376,-0.0011,3e-4,100,518.67,642.05,1591.08,1396.8,14.62,21.57,556.53,2388.06,9066.57,1.3,47.31,524.08,2388.05,8142.71,8.3355,0.03,393,2388,100,39.3,23.4414,0
24,377,0.0014,-3e-4,100,518.67,642.37,1592.3,1401.18,14.62,21.57,556.35,2388.05,9061.94,1.3,47.29,523.89,2388.07,8141.47,8.3676,0.03,392,2388,100,38.91,23.4654,0
24,378,0.0017,5e-4,100,518.67,642.07,1587.05,1401.21,14.62,21.57,557,2388.07,9066.1,1.3,47.28,524.37,2388.1,8149.65,8.3283,0.03,392,2388,100,39.22,23.3969,0
24,379,9e-4,4e-4,100,518.67,642.37,1583.95,1403.37,14.62,21.57,556.69,2388.05,9067.18,1.3,47.3,524.24,2388.07,8144.17,8.3268,0.03,392,2388,100,39.26,23.4153,0
24,380,-7e-4,4e-4,100,518.67,642.28,1589.71,1397.08,14.62,21.57,556.39,2388.06,9059.8,1.3,47.39,523.94,2388.01,8144.58,8.361,0.03,395,2388,100,39.07,23.4805,0
24,381,-5e-4,-3e-4,100,518.67,642.4,1592.97,1401.56,14.62,21.57,556.78,2388.11,9059.86,1.3,47.21,524.6,2388.1,8148.91,8.3269,0.03,394,2388,100,39.23,23.4922,0
24,382,0.0023,4e-4,100,518.67,643.02,1585.58,1399.01,14.62,21.56,555.46,2388.05,9064.58,1.3,47.21,524.25,2388.01,8144.8,8.3373,0.03,392,2388,100,39.24,23.5445,0
24,383,-0.0018,-0,100,518.67,642.27,1589.11,1401.95,14.62,21.57,556.95,2388.07,9057.18,1.3,47.26,524.16,2388.02,8146.37,8.3431,0.03,392,2388,100,39.18,23.5109,0
24,384,-6e-4,-1e-4,100,518.67,642.34,1583.45,1397.94,14.62,21.57,557.41,2388.05,9065.64,1.3,47.44,524.63,2388.08,8142.7,8.3645,0.03,393,2388,100,39.07,23.4406,0
24,385,-0.0017,0,100,518.67,641.99,1584.77,1403.05,14.62,21.57,556.5,2388.06,9072.42,1.3,47.42,523.59,2388.09,8140.72,8.3825,0.03,391,2388,100,39,23.4741,0
24,386,-8e-4,-0,100,518.67,642.72,1594.15,1405.83,14.62,21.57,556.11,2388.04,9062.41,1.3,47.28,524.34,2388.07,8144.07,8.3188,0.03,393,2388,100,39.17,23.4969,0
24,387,-1e-4,2e-4,100,518.67,641.99,1589.11,1399.85,14.62,21.57,556.61,2388.06,9066.37,1.3,47.42,524.2,2388.09,8150,8.3412,0.03,392,2388,100,39.03,23.4355,0
24,388,0.0015,4e-4,100,518.67,641.75,1591,1407.33,14.62,21.57,556.14,2388.06,9069.33,1.3,47.18,524.85,2388.08,8147.38,8.3393,0.03,390,2388,100,39.18,23.5319,0
24,389,5e-4,-3e-4,100,518.67,642.59,1585.66,1400.04,14.62,21.57,557.6,2388.05,9068.95,1.3,47.2,525.44,2388.07,8155.24,8.36,0.03,392,2388,100,39.01,23.5164,0
24,390,1e-4,-5e-4,100,518.67,642.43,1588.27,1398.55,14.62,21.57,557.15,2388.07,9071.51,1.3,47.34,524.34,2388.05,8149.23,8.3808,0.03,391,2388,100,39.1,23.5245,0
24,391,-0.0048,1e-4,100,518.67,642.63,1580.65,1407.98,14.62,21.57,557.15,2388.04,9067.72,1.3,47.32,524.79,2388.08,8151.25,8.3436,0.03,393,2388,100,39.1,23.459,0
24,392,-2e-4,-3e-4,100,518.67,642.11,1591.39,1399.85,14.62,21.57,557.33,2388.05,9075.78,1.3,47.47,524.91,2388.13,8149.98,8.3453,0.03,393,2388,100,38.95,23.5502,0
24,393,-0.0012,-1e-4,100,518.67,642.4,1592.99,1406.35,14.62,21.57,556.81,2388.13,9064.55,1.3,47.23,524.35,2388.08,8142.32,8.337,0.03,391,2388,100,39.15,23.4,0
24,394,5e-4,3e-4,100,518.67,642.62,1586.48,1399.75,14.62,21.57,556.63,2388.07,9067.64,1.3,47.3,524.74,2388.04,8145.45,8.3713,0.03,392,2388,100,39.15,23.5056,0
24,395,3e-4,-2e-4,100,518.67,642.4,1589.39,1399.64,14.62,21.57,557.12,2388.08,9068.35,1.3,47.48,525.02,2388.1,8147.99,8.361,0.03,391,2388,100,39.14,23.4214,0
24,396,-0.0038,5e-4,100,518.67,642.16,1591.17,1400.89,14.62,21.57,557.74,2388.12,9069.95,1.3,47.39,525.41,2388.1,8153.25,8.3186,0.03,391,2388,100,39.17,23.491,0
24,397,0.0012,-2e-4,100,518.67,641.87,1589.92,1401.95,14.62,21.57,557.04,2388.08,9069.77,1.3,47.39,525.26,2388.13,8144.15,8.3181,0.03,393,2388,100,38.99,23.4566,0
24,398,-4e-4,5e-4,100,518.67,641.7,1585.08,1402.11,14.62,21.57,557.31,2388.08,9066.6,1.3,47.52,524.94,2388.11,8154.36,8.3383,0.03,392,2388,100,39.16,23.5354,0
24,399,-4e-4,-1e-4,100,518.67,642.46,1585.67,1406.37,14.62,21.57,557.57,2388.03,9066.05,1.3,47.37,525.51,2388.1,8149.71,8.3256,0.03,393,2388,100,39.03,23.5683,0
24,400,0.0024,-2e-4,100,518.67,642.38,1585.54,1401.51,14.62,21.57,557.12,2388.08,9069.25,1.3,47.48,525.45,2388.08,8149.14,8.3432,0.03,393,2388,100,39.26,23.4647,0
24,401,0.0025,-4e-4,100,518.67,642.08,1580.73,1404.36,14.62,21.57,558.2,2388.12,9076.18,1.3,47.4,525.29,2388.19,8149.67,8.3169,0.03,393,2388,100,39,23.5287,0
24,402,-0.0015,-3e-4,100,518.67,642,1594.82,1411.95,14.62,21.57,557.25,2388.1,9074.49,1.3,47.34,525.4,2388.06,8147.51,8.3351,0.03,392,2388,100,39.15,23.5895,0
24,403,-0.0017,4e-4,100,518.67,641.7,1586.33,1402.26,14.62,21.57,557.74,2388.16,9065.14,1.3,47.48,526.12,2388.1,8154.15,8.3279,0.03,393,2388,100,39.15,23.4089,0
24,404,0.0015,4e-4,100,518.67,642.69,1587.29,1403.12,14.62,21.57,558.33,2388.11,9070.68,1.3,47.37,525.83,2388.11,8152.33,8.3255,0.03,393,2388,100,39.01,23.4353,0
24,405,-0.0022,-4e-4,100,518.67,642.65,1593.66,1406.53,14.62,21.57,557.72,2388.14,9073.33,1.3,47.35,526.1,2388.08,8148.47,8.3199,0.03,394,2388,100,39.11,23.5469,0
24,406,-2e-4,3e-4,100,518.67,643.24,1592.16,1407.25,14.62,21.57,558.09,2388.09,9069.52,1.3,47.35,526.74,2388.13,8153.33,8.3437,0.03,393,2388,100,39.13,23.4267,0
24,407,0.0025,-1e-4,100,518.67,642.33,1589.23,1401.2,14.62,21.57,558.55,2388.16,9070.71,1.3,47.29,525.29,2388.11,8154.17,8.3508,0.03,393,2388,100,39.36,23.4994,0
24,408,-6e-4,3e-4,100,518.67,642.86,1590.13,1402.81,14.62,21.57,558.17,2388.11,9073.3,1.3,47.42,525.65,2388.13,8150.95,8.3067,0.03,393,2388,100,39.3,23.4863,0
24,409,0.0012,-2e-4,100,518.67,642.48,1586.75,1401.05,14.62,21.57,557.31,2388.16,9072.63,1.3,47.43,526.05,2388.12,8156.1,8.3218,0.03,393,2388,100,39.15,23.5748,0
24,410,-0.0026,1e-4,100,518.67,642.09,1585.49,1407.82,14.62,21.57,558.22,2388.13,9071.87,1.3,47.41,525.83,2388.1,8151.73,8.3011,0.03,394,2388,100,39.25,23.48,0
24,411,-0.0019,-1e-4,100,518.67,641.99,1587.1,1407.37,14.62,21.57,557.97,2388.11,9074.92,1.3,47.46,526.46,2388.1,8154.21,8.3253,0.03,392,2388,100,39.3,23.4601,0
24,412,0.0028,0,100,518.67,642.18,1589.5,1404.07,14.62,21.57,558.35,2388.13,9066.55,1.3,47.3,525.98,2388.08,8150.02,8.313,0.03,391,2388,100,39.2,23.5381,0
24,413,-0.0011,-0,100,518.67,642.92,1592.43,1408.34,14.62,21.57,559.62,2388.1,9070.03,1.3,47.19,525.94,2388.1,8153.06,8.3335,0.03,394,2388,100,39.13,23.5788,0
24,414,-0.0035,1e-4,100,518.67,641.96,1587.98,1407.43,14.62,21.57,558.7,2388.16,9067.68,1.31,47.42,525.45,2388.09,8157.8,8.3112,0.03,392,2388,100,39.15,23.5347,0
24,415,-3e-4,-3e-4,100,518.67,643.38,1590.4,1402.03,14.62,21.57,559.04,2388.14,9075.75,1.3,47.47,526.14,2388.16,8153.25,8.3353,0.03,393,2388,100,39.25,23.513,0
24,416,0.0019,-2e-4,100,518.67,642.58,1581.67,1401.05,14.62,21.56,557.94,2388.13,9074.78,1.3,47.32,526.37,2388.1,8152.44,8.3239,0.03,393,2388,100,39.14,23.5287,0
24,417,0.0011,3e-4,100,518.67,642.24,1590.49,1400.26,14.62,21.57,559.62,2388.14,9084.89,1.3,47.49,526.58,2388.13,8154.91,8.3142,0.03,394,2388,100,39.31,23.4672,0
24,418,3e-4,-1e-4,100,518.67,642.4,1589.46,1408.22,14.62,21.56,558.91,2388.18,9079.06,1.3,47.59,526.72,2388.15,8152.17,8.3496,0.03,393,2388,100,39.19,23.5705,0
24,419,0.0047,-4e-4,100,518.67,642.57,1588.52,1403.15,14.62,21.57,559.44,2388.15,9079.28,1.31,47.6,527.21,2388.17,8158.1,8.3228,0.03,393,2388,100,39.23,23.5271,0
24,420,-0.0013,1e-4,100,518.67,642.45,1588.41,1397.88,14.62,21.56,559.52,2388.1,9075.62,1.31,47.54,526.75,2388.15,8154.75,8.3089,0.03,393,2388,100,39.08,23.4985,0
24,421,-0.0031,1e-4,100,518.67,642.1,1583.07,1402.74,14.62,21.57,559.15,2388.19,9083.64,1.31,47.53,527.24,2388.15,8157.32,8.3187,0.03,393,2388,100,39.24,23.4828,0
24,422,0.0024,-3e-4,100,518.67,643.01,1598.38,1402.83,14.62,21.57,559.8,2388.16,9080.77,1.31,47.62,526.75,2388.21,8153.18,8.3208,0.03,393,2388,100,39.23,23.5579,0
24,423,0.0047,-2e-4,100,518.67,641.99,1589,1410.21,14.62,21.57,560.04,2388.17,9075.8,1.31,47.57,527.38,2388.16,8154.66,8.3296,0.03,391,2388,100,39.28,23.5764,0
24,424,0.0012,2e-4,100,518.67,642.64,1590.75,1408.32,14.62,21.57,559.75,2388.15,9077.48,1.3,47.32,526.71,2388.13,8154.52,8.3556,0.03,392,2388,100,39.05,23.4891,0
24,425,1e-4,-3e-4,100,518.67,642.48,1586.45,1404.49,14.62,21.56,558.68,2388.15,9079.26,1.31,47.5,526.92,2388.16,8156.22,8.3037,0.03,394,2388,100,39.21,23.4988,0
24,426,-2e-4,-4e-4,100,518.67,642.94,1593.34,1412.12,14.62,21.57,559.77,2388.16,9079.76,1.31,47.5,527.82,2388.2,8155.46,8.2851,0.03,392,2388,100,39.19,23.571,0
24,427,7e-4,1e-4,100,518.67,642.77,1593.76,1410.94,14.62,21.56,559.46,2388.12,9075.99,1.3,47.48,527.02,2388.17,8155.6,8.3102,0.03,390,2388,100,39.19,23.5761,0
24,428,-0.0045,-3e-4,100,518.67,642.47,1594.38,1412.18,14.62,21.57,559.17,2388.14,9084.59,1.31,47.65,527.21,2388.19,8157.89,8.2895,0.03,392,2388,100,39.37,23.4932,0
24,429,-0.0018,-2e-4,100,518.67,642.46,1594.24,1413.8,14.62,21.57,559.3,2388.15,9077.76,1.31,47.59,527.06,2388.18,8153.02,8.3289,0.03,393,2388,100,38.95,23.5598,0
24,430,0.0012,-5e-4,100,518.67,642.37,1594.86,1404.41,14.62,21.57,560.47,2388.22,9088.8,1.31,47.62,528.15,2388.2,8160.78,8.2711,0.03,395,2388,100,39.26,23.534300000000002,0
24,431,9e-4,0,100,518.67,642.95,1595.24,1399.73,14.62,21.56,559.39,2388.15,9083.72,1.3,47.54,527.83,2388.2,8156.84,8.3234,0.03,393,2388,100,39.26,23.4964,0
24,432,0.0021,-4e-4,100,518.67,641.9,1585.65,1411.88,14.62,21.56,559.98,2388.15,9084.51,1.31,47.59,527.14,2388.26,8159.04,8.3399,0.03,393,2388,100,39.08,23.4953,0
24,433,-0.0014,1e-4,100,518.67,642.75,1600.69,1406.98,14.62,21.56,560.29,2388.23,9083.03,1.31,47.61,526.61,2388.21,8157.57,8.2721,0.03,394,2388,100,39.28,23.507,0
24,434,-0.0027,-1e-4,100,518.67,642.82,1600.84,1409.06,14.62,21.57,560.16,2388.18,9079.19,1.31,47.41,527.76,2388.15,8156.24,8.2886,0.03,393,2388,100,39.26,23.6812,0
24,435,0.0061,-2e-4,100,518.67,642.8,1590.33,1415.03,14.62,21.57,559.28,2388.18,9083.17,1.31,47.48,527.82,2388.24,8157.01,8.2764,0.03,393,2388,100,39.17,23.5863,0
24,436,0.0025,-3e-4,100,518.67,642.78,1592.64,1402.2,14.62,21.57,560.1,2388.22,9086.85,1.31,47.53,528.03,2388.21,8159.84,8.3132,0.03,393,2388,100,39.25,23.5595,0
24,437,-0.0013,-3e-4,100,518.67,642.44,1589.22,1414.53,14.62,21.57,560.32,2388.22,9088.52,1.31,47.68,528.09,2388.2,8161.95,8.3102,0.03,393,2388,100,39.08,23.5013,0
24,438,-0.0011,-4e-4,100,518.67,642.64,1585.48,1407.92,14.62,21.57,561.5,2388.25,9083.15,1.31,47.58,528.72,2388.23,8161.69,8.2898,0.03,394,2388,100,39.35,23.4876,0
24,439,-5e-4,-3e-4,100,518.67,642.98,1593.47,1403.78,14.62,21.57,560.05,2388.21,9093.89,1.31,47.55,529.08,2388.2,8156.25,8.2805,0.03,395,2388,100,39.35,23.6665,0
24,440,-2e-4,-1e-4,100,518.67,642.88,1590.92,1409.38,14.62,21.56,559.98,2388.19,9088.18,1.31,47.63,528,2388.16,8165.39,8.286,0.03,396,2388,100,39.45,23.5677,0
24,441,0.0028,0,100,518.67,642.83,1593.29,1409.25,14.62,21.57,560.84,2388.27,9084.32,1.31,47.63,528.97,2388.23,8166.62,8.3153,0.03,394,2388,100,39.48,23.614,0
24,442,-0.0019,-3e-4,100,518.67,642.62,1595.26,1409.14,14.62,21.57,561.57,2388.29,9081.63,1.31,47.49,528.9,2388.17,8166.02,8.2899,0.03,394,2388,100,39.28,23.6436,0
24,443,-5e-4,5e-4,100,518.67,642.94,1593.08,1418.02,14.62,21.57,562.04,2388.2,9087.32,1.31,47.6,528.46,2388.26,8167.88,8.3123,0.03,393,2388,100,39.31,23.6315,0
24,444,-0.002,2e-4,100,518.67,642.47,1600.01,1407.74,14.62,21.57,562.41,2388.23,9088.42,1.31,47.58,529.24,2388.21,8161.05,8.3021,0.03,392,2388,100,39.3,23.6852,0
24,445,2e-4,1e-4,100,518.67,642.56,1587.54,1411.57,14.62,21.57,562.07,2388.23,9089.07,1.31,47.68,528.8,2388.24,8169,8.328,0.03,393,2388,100,39.49,23.6002,0
24,446,-0.002,3e-4,100,518.67,641.94,1588.05,1405.77,14.62,21.57,561.59,2388.28,9093.11,1.31,47.59,528.46,2388.22,8165.76,8.288,0.03,396,2388,100,39.41,23.6414,0
24,447,-9e-4,1e-4,100,518.67,642.36,1594.54,1408.85,14.62,21.57,561.47,2388.2,9094.19,1.31,47.81,529.24,2388.22,8163.43,8.3008,0.03,394,2388,100,39.06,23.6426,0
24,448,-0.0038,3e-4,100,518.67,642.8,1589.21,1407.69,14.62,21.57,561.77,2388.28,9095.09,1.31,47.65,529.29,2388.21,8169.07,8.3014,0.03,395,2388,100,39.57,23.5729,0
24,449,-0.0017,4e-4,100,518.67,643.61,1596.91,1410.78,14.62,21.57,562.06,2388.22,9093.23,1.31,47.82,529.2,2388.27,8170.34,8.3067,0.03,394,2388,100,39.39,23.5905,0
24,450,0.0032,-1e-4,100,518.67,642.36,1595.18,1415.88,14.62,21.57,562.09,2388.26,9091.02,1.31,47.7,529.12,2388.25,8166.2,8.3029,0.03,392,2388,100,39.18,23.6228,0
24,451,0.0032,-1e-4,100,518.67,642.56,1593.93,1410.92,14.62,21.57,561.7,2388.26,9091.51,1.31,47.64,529.56,2388.28,8165.42,8.3177,0.03,395,2388,100,39.37,23.6935,0
24,452,-0.001,-3e-4,100,518.67,642.73,1592.35,1417.14,14.62,21.57,561.78,2388.27,9093.14,1.31,47.76,530.44,2388.34,8162.09,8.2806,0.03,394,2388,100,39.34,23.6345,0
24,453,-8e-4,-4e-4,100,518.67,643.15,1594.13,1414.15,14.62,21.57,562.68,2388.33,9095.55,1.31,47.82,529.92,2388.28,8163.03,8.2915,0.03,393,2388,100,39.39,23.5611,0
24,454,-0.0012,-3e-4,100,518.67,642.57,1592.99,1413.78,14.62,21.56,562.53,2388.27,9097.34,1.31,47.66,529.67,2388.3,8170.48,8.308,0.03,395,2388,100,39.49,23.5038,0
24,455,0.0021,3e-4,100,518.67,642.44,1596.39,1416.77,14.62,21.57,562.78,2388.28,9089.37,1.31,47.8,530.02,2388.27,8167.7,8.3016,0.03,395,2388,100,39.26,23.5702,0
24,456,-6e-4,-1e-4,100,518.67,642.85,1596.25,1412.35,14.62,21.57,563.12,2388.33,9103.17,1.31,47.93,531.14,2388.37,8172.85,8.2967,0.03,394,2388,100,39.49,23.6284,0
24,457,0.0052,-2e-4,100,518.67,642.8,1590.1,1421.15,14.62,21.57,563.65,2388.31,9097.2,1.31,47.71,530.83,2388.3,8177.76,8.3255,0.03,394,2388,100,39.62,23.6396,0
24,458,0.0036,-3e-4,100,518.67,642.82,1596.46,1411.29,14.62,21.57,562.79,2388.36,9098.63,1.31,47.74,530.77,2388.26,8169.76,8.2422,0.03,395,2388,100,39.37,23.5939,0
